name_uk,name_en,place,oblast,lat,lon,osm_id,osm_type
Донецьк,Donetsk,city,Донецька,47.982609,37.762113,1413957,relation
Маріуполь,Mariupol,city,Донецька,47.128554,37.610502,1748539,relation
Новий Світ,Novyi Svit,town,Донецька,47.80731,38.021931,1960456,relation
Сніжне,Snizhne,town,Донецька,48.042072,38.748105,2068203,relation
Макіївка,Makiivka,city,Донецька,48.056729,37.961435,2224013,relation
Харцизьк,Khartsyzk,town,Донецька,48.040413,38.141987,2228485,relation
Чистякове,Chystiakove,town,Донецька,48.033395,38.618045,2263374,relation
Докучаєвськ,Dokuchaievsk,town,Донецька,47.752082,37.679603,2317624,relation
Шахтарськ,Shakhtarsk,town,Донецька,48.065024,38.460358,2381773,relation
Молодецьке,Molodetske,village,Донецька,48.029677,38.465786,2381776,relation
Вікторія,Viktoriia,village,Донецька,48.067351,38.485622,2381797,relation
Дорофієнко,Dorofiienko,village,Донецька,48.069035,38.473934,2381798,relation
Амвросіївка,Amvrosiivka,town,Донецька,47.79095,38.503522,2383900,relation
Залізне,Zalizne,town,Донецька,48.371296,37.887849,2383990,relation
Торецьк,Toretsk,town,Донецька,48.392761,37.845133,2383991,relation
Дружба,Druzhba,village,Донецька,48.41171,37.916605,2383992,relation
Північне,Pivnichne,town,Донецька,48.395725,37.911576,2383993,relation
Велика Новосілка,Velyka Novosilka,town,Донецька,47.844186,36.839973,2418936,relation
П’ятипілля,,town,Донецька,48.015283,38.100158,2471226,relation
Пантелеймонівка,Panteleimonivka,town,Донецька,48.198854,37.979143,2498791,relation
Спартак,Spartak,village,Донецька,48.082306,37.767881,2498795,relation
Покровськ,Pokrovsk,town,Донецька,48.282334,37.173123,2506125,relation
Миколаївка,Mykolaivka,town,Донецька,48.850299,37.76687,2511362,relation
Селидове,Selydove,town,Донецька,48.147884,37.296738,2511537,relation
Святогірськ,Sviatohirsk,town,Донецька,49.040532,37.561466,2516292,relation
Моспине,Mospyne,town,Донецька,47.879307,38.065116,2521439,relation
Піски,Pisky,village,Донецька,48.062073,37.678644,2524617,relation
Миколаївка,Mykolaivka,village,Донецька,48.186848,37.385077,2527279,relation
Маринівка,Marynivka,village,Донецька,48.182325,37.347056,2564674,relation
Південне,Pivdenne,town,Донецька,48.364529,37.91339,2586576,relation
Бабах-Тарама,Babakh-Tarama,village,Донецька,46.896284,37.088706,2675167,relation
Урзуф,Urzuf,village,Донецька,46.911984,37.101281,2675168,relation
Затишне,Zatyshne,village,Донецька,47.520967,37.324745,2677301,relation
Златоустівка,Zlatoustivka,village,Донецька,47.489561,37.326624,2677302,relation
Малинівка,Malynivka,village,Донецька,47.513105,37.382783,2677303,relation
Веселе,Vesele,village,Донецька,47.484354,37.362917,2677316,relation
Хлібодарівка,Khlibodarivka,village,Донецька,47.479065,37.395842,2677317,relation
Миколаївка,Mykolaivka,village,Донецька,47.998253,38.247416,2678519,relation
Зугрес,Zuhres,town,Донецька,48.016091,38.274053,2678594,relation
Юріївка,Yurivka,village,Донецька,46.939458,37.20054,2683009,relation
Іллінка,Illinka,village,Донецька,48.266582,38.421119,2684774,relation
Кам’янка,Kamianka,village,Донецька,48.242292,38.487875,2684775,relation
Комишатка,Komyshatka,village,Донецька,48.238496,38.353634,2684776,relation
Ольховатка,Olkhovatka,town,Донецька,48.241137,38.406225,2684777,relation
Польове,Polove,village,Донецька,48.205442,38.467372,2684778,relation
Славне,Slavne,village,Донецька,48.217997,38.319232,2684779,relation
Водянське,Vodianske,town,Донецька,48.408862,37.106436,2691405,relation
Світле,Svitle,village,Донецька,48.400535,37.11858,2691406,relation
Придорожнє,Prydorozhnie,village,Донецька,47.852371,37.966382,2707640,relation
Криничне,,village,Донецька,48.150636,37.677736,2718406,relation
Лиман,Lyman,town,Донецька,48.985693,37.809682,2718821,relation
Жданівка,Zhdanivka,town,Донецька,48.149513,38.247537,2720214,relation
Зачатівка,Zachativka,village,Донецька,48.029655,38.377771,2720251,relation
Садове,Sadove,village,Донецька,48.027849,38.397198,2720252,relation
Фролівське,,village,Донецька,47.255058,38.270998,2724276,relation
Ковське,Kovske,village,Донецька,47.237146,38.239544,2724277,relation
Кузнеці,Kuznetsi,hamlet,Донецька,47.276417,38.319046,2724278,relation
Самійлове,Samiilove,village,Донецька,47.256226,38.247952,2724279,relation
Зернове,Zernove,village,Донецька,47.403566,38.09629,2724290,relation
Зорі,Zori,village,Донецька,47.369971,38.196691,2724291,relation
Тернівка,Ternivka,village,Донецька,47.374958,38.127608,2724292,relation
Новоолександрівка,Novooleksandrivka,village,Донецька,47.393,38.250647,2725020,relation
Берестове,Berestove,hamlet,Донецька,47.587202,38.332087,2725681,relation
Лужки,Luzhky,village,Донецька,47.582889,38.260025,2725682,relation
Культура,Kultura,village,Донецька,47.663505,38.315673,2725697,relation
Світлий Луч,Svitlyi Luch,hamlet,Донецька,47.689113,38.311834,2725698,relation
Вишневе,Vyshneve,hamlet,Донецька,47.671245,38.270686,2725703,relation
Андріївка,Andriivka,village,Донецька,47.826726,38.128887,2725991,relation
Вербова Балка,Verbova Balka,village,Донецька,47.834026,38.082089,2725992,relation
Михайлівка,Mykhailivka,village,Донецька,47.835447,38.133615,2725993,relation
Новодвірське,Novodvirske,village,Донецька,47.841669,38.146247,2725994,relation
Світле,Svitle,village,Донецька,47.815392,38.091647,2725995,relation
Новоукраїнське,Novoukrainske,hamlet,Донецька,47.796706,38.786953,2726015,relation
Григорівка,Hryhorivka,village,Донецька,47.85692,38.7811,2726036,relation
Зарічне,Zarichne,village,Донецька,48.061531,38.510535,2740218,relation
Гнутове,Hnutove,village,Донецька,47.206277,37.752741,2742276,relation
Черненко,Chernenko,hamlet,Донецька,47.225506,37.747205,2742277,relation
Зелене,Zelene,village,Донецька,47.633848,38.104619,2742293,relation
Киселівка,Kyselivka,village,Донецька,47.750099,38.460376,2742312,relation
Верхньоєланчик,Verkhnoielanchyk,village,Донецька,47.763707,38.442248,2742313,relation
Новоєланчик,Novoielanchyk,village,Донецька,47.779217,38.43205,2742314,relation
Старобешеве,Starobesheve,town,Донецька,47.751739,38.028715,2839735,relation
Темрюк,Temriuk,village,Донецька,47.894343,37.987758,2842774,relation
Часів Яр,Chasiv Yar,town,Донецька,48.572419,37.843807,2875300,relation
Дебальцеве,Debaltseve,town,Донецька,48.341743,38.424633,2875301,relation
Олексієво-Дружківка,Oleksiievo-Druzhkivka,town,Донецька,48.577869,37.616681,2900260,relation
Дружківка,Druzhkivka,town,Донецька,48.626096,37.533193,2900261,relation
Новогригорівка,Novohryhorivka,town,Донецька,48.575927,37.424171,2900262,relation
Новомиколаївка,Novomykolaivka,town,Донецька,48.562266,37.361707,2900263,relation
Райське,Raiske,town,Донецька,48.579168,37.462493,2900264,relation
Валентинівка,Valentynivka,village,Донецька,48.315565,37.756732,2900718,relation
Диліївка,Dyliivka,village,Донецька,48.427055,37.87311,2900720,relation
Кримське,Krymske,village,Донецька,48.409455,37.866469,2900721,relation
Курдюмівка,Kurdiumivka,town,Донецька,48.469364,37.954145,2900722,relation
Леонідівка,Leonidivka,village,Донецька,48.370318,37.802417,2900723,relation
Неліпівка,Nelipivka,town,Донецька,48.357047,37.831989,2900724,relation
Нью-Йорк,Niu-York,town,Донецька,48.317314,37.852663,2900725,relation
Озарянівка,Ozarianivka,village,Донецька,48.45224,37.952592,2900726,relation
Новоспаське,,town,Донецька,48.384975,37.78243,2900727,relation
Суха Балка,Sukha Balka,village,Донецька,48.325527,37.762416,2900728,relation
Щербинівка,Shcherbynivka,town,Донецька,48.400306,37.793106,2900729,relation
Юріївка,Yuriyivka,hamlet,Донецька,48.31403,37.83218,2900730,relation
Ломакине,Lomakyne,village,Донецька,47.173701,37.721571,2900754,relation
Старий Крим,Staryi Krym,town,Донецька,47.165629,37.467149,2900755,relation
Талаківка,Talakivka,town,Донецька,47.19333,37.723808,2900756,relation
Українськ,Ukrainsk,town,Донецька,48.098095,37.36273,2903222,relation
Цукурине,Tsukuryne,town,Донецька,48.080343,37.306586,2903223,relation
Іловайськ,Ilovaisk,town,Донецька,47.925281,38.200345,2906254,relation
Придорожнє,Prydorozhnie,village,Донецька,47.919123,38.169837,2906255,relation
Шахтне,Shakhtne,village,Донецька,47.980751,38.282233,2906256,relation
Третяки,Tretiaky,village,Донецька,47.91349,38.217415,2906257,relation
Троїцько-Харцизьк,Troitsko-Khartsyzk,village,Донецька,47.966318,38.266992,2906258,relation
Виноградне,Vynohradne,village,Донецька,47.920958,38.228333,2906259,relation
Ашуркове,Ashurkove,hamlet,Донецька,48.657555,37.634656,2908426,relation
Василівська Пустош,Vasylivska Pustosh,village,Донецька,48.76099,37.702809,2908427,relation
Мирноград,Myrnohrad,town,Донецька,48.296717,37.269134,2910227,relation
Світле,Svitle,village,Донецька,48.308628,37.236546,2910228,relation
Родинське,Rodynske,town,Донецька,48.356153,37.212345,2910229,relation
Федорівка,Fedorivka,hamlet,Донецька,48.261882,38.042718,2912086,relation
Данилове,Danylove,village,Донецька,48.220082,38.468902,2912118,relation
Корсунь,Korsun,town,Донецька,48.215812,38.072045,2912119,relation
Новоселівка,Novoselivka,village,Донецька,48.264361,38.107853,2912120,relation
Щебенка,Shchebenka,village,Донецька,48.191356,38.140673,2912121,relation
Каштанове,Kashtanove,hamlet,Донецька,48.121797,37.831935,2912160,relation
Пелагіївка,Pelahiivka,town,Донецька,48.09828,38.607523,2914997,relation
Гірне,Hirne,village,Донецька,48.037206,38.548667,2916660,relation
Лобанівка,Lobanivka,village,Донецька,48.072928,38.367145,2916661,relation
Сердите,Serdyte,town,Донецька,48.040282,38.384589,2916662,relation
Стіжківське,Stizhkivske,town,Донецька,48.119211,38.466473,2916663,relation
Вершинівка,Vershynivka,hamlet,Донецька,47.487988,38.146173,2950561,relation
Волноваха,Volnovakha,town,Донецька,47.60022,37.487955,3106795,relation
Миронівський,Myronivskyi,town,Донецька,48.464217,38.274819,3157841,relation
Опитне,Opytne,village,Донецька,48.095937,37.721137,3311603,relation
Новогродівка,Novohrodivka,town,Донецька,48.211885,37.328637,3313676,relation
Бахмут,Bakhmut,town,Донецька,48.600763,38.011534,3313703,relation
Веселе,Vesele,village,Донецька,48.063027,37.723091,3449462,relation
Афіни,,village,Донецька,47.292704,37.611853,3476497,relation
Орлівка,Orlivka,village,Донецька,48.163428,37.638037,3476703,relation
Покровка,Pokrovka,village,Донецька,47.934986,38.27808,3478826,relation
Грузько-Ломівка,Hruzko-Lomivka,town,Донецька,47.913715,38.110213,3507205,relation
Сокіл,Sokil,village,Донецька,48.232455,37.548846,3539725,relation
Верхньоторецьке,Verkhnotoretske,town,Донецька,48.212682,37.893257,3550075,relation
Тоненьке,Tonenke,village,Донецька,48.139889,37.640829,3550076,relation
Гродівка,Hrodivka,town,Донецька,48.26146,37.380352,3562650,relation
Вугляр,Vuhliar,village,Донецька,48.014794,38.060873,3586075,relation
Холодне,,town,Донецька,48.03504,38.062379,3586076,relation
Калинове,Kalynove,village,Донецька,47.753044,38.696206,3586082,relation
Манич,Manych,village,Донецька,47.755756,38.743929,3586083,relation
Успенка,Uspenka,village,Донецька,47.728287,38.704346,3586099,relation
Сергієве-Кринка,Serhiieve-Krynka,village,Донецька,47.774174,38.663304,3586101,relation
Кодема,Kodema,village,Донецька,48.474371,38.090885,3586114,relation
Миколаївка Друга,Mykolaivka Druha,hamlet,Донецька,48.473367,38.029685,3586115,relation
Миколаївка,Mykolaivka,hamlet,Донецька,48.486306,38.032824,3586118,relation
Одрадівка,Odradivka,village,Донецька,48.502575,38.021967,3586119,relation
Кліщіївка,Klishchiivka,village,Донецька,48.527688,37.959842,3586125,relation
Іванівське,Ivanivske,village,Донецька,48.572579,37.920415,3586128,relation
Калинівка,Kalynivka,village,Донецька,48.611567,37.855221,3586132,relation
Богданівка,Bohdanivka,village,Донецька,48.61776,37.895535,3586145,relation
Григорівка,Hryhorivka,village,Донецька,48.641884,37.858933,3586146,relation
Дубово-Василівка,Dubovo-Vasylivka,hamlet,Донецька,48.650615,37.930759,3586147,relation
Берхівка,Berkhivka,village,Донецька,48.645738,37.968974,3586150,relation
Парасковіївка,Paraskoviivka,village,Донецька,48.66299,37.999756,3586151,relation
Оріхово-Василівка,Orikhovo-Vasylivka,village,Донецька,48.679892,37.878292,3586154,relation
Міньківка,Minkivka,village,Донецька,48.707453,37.8479,3586155,relation
Залізнянське,Zaliznianske,hamlet,Донецька,48.700245,37.938625,3586156,relation
Привілля,Pryvillia,village,Донецька,48.723587,37.869023,3586157,relation
Голубівка,Holubivka,hamlet,Донецька,48.724601,37.85314,3586158,relation
Бондарне,Bondarne,hamlet,Донецька,48.741275,37.92961,3586159,relation
Хромівка,Khromivka,hamlet,Донецька,48.746121,37.942328,3586160,relation
Васюківка,Vasiukivka,village,Донецька,48.742645,37.988915,3586161,relation
Діброва,Dibrova,hamlet,Донецька,48.764825,37.83455,3586162,relation
Федорівка Друга,Fedorivka Druha,village,Донецька,48.762864,37.850569,3586165,relation
Липівка,Lypivka,hamlet,Донецька,48.78161,37.867985,3586166,relation
Никифорівка,Nykyforivka,village,Донецька,48.768441,37.896243,3586167,relation
Юрківка,Yurkivka,hamlet,Донецька,48.77593,37.798936,3586168,relation
Пазено,Pazeno,hamlet,Донецька,48.767195,37.97493,3586170,relation
Сакко І Ванцетті,Sakko I Vantsetti,hamlet,Донецька,48.747585,38.032321,3586178,relation
Краснополівка,Krasnopolivka,hamlet,Донецька,48.731178,38.048194,3586179,relation
Миколаївка,Mykolaivka,hamlet,Донецька,48.743235,38.053142,3586180,relation
Федорівка,Fedorivka,village,Донецька,48.766662,38.049945,3586181,relation
Роздолівка,Rozdolivka,village,Донецька,48.754863,38.084855,3586182,relation
Переїзне,Pereizne,village,Донецька,48.78272,38.072113,3586183,relation
Кузьминівка,Kuzmynivka,hamlet,Донецька,48.796375,38.066935,3586184,relation
Званівка,Zvanivka,village,Донецька,48.812022,38.08548,3586185,relation
Свято-Покровське,Sviato-Pokrovske,village,Донецька,48.83028,38.049729,3586186,relation
Різниківка,Riznykivka,village,Донецька,48.835538,37.980728,3586189,relation
Виїмка,Vyimka,village,Донецька,48.805385,38.151942,3586190,relation
Сіверськ,Siversk,town,Донецька,48.861636,38.095525,3586192,relation
Новоселівка,Novoselivka,hamlet,Донецька,48.853784,38.162235,3586193,relation
Верхньокам’янське,Verkhnokamianske,village,Донецька,48.85903,38.196243,3586194,relation
Серебрянка,Serebrianka,village,Донецька,48.919798,38.132915,3586195,relation
Григорівка,Hryhorivka,village,Донецька,48.92426,38.18779,3586196,relation
Дронівка,Dronivka,village,Донецька,48.917888,38.042614,3586197,relation
Івано-Дар’ївка,Ivano-Darivka,hamlet,Донецька,48.81483,38.200835,3586198,relation
Спірне,Spirne,village,Донецька,48.808549,38.253599,3586199,relation
Берестове,Berestove,village,Донецька,48.758201,38.243218,3586200,relation
Веселе,Vesele,village,Донецька,48.746165,38.153146,3586201,relation
Білогорівка,Bilohorivka,village,Донецька,48.732945,38.215425,3586202,relation
Яковлівка,Yakovlivka,village,Донецька,48.714057,38.145766,3586203,relation
Василівка,Vasylivka,village,Донецька,48.726165,38.257655,3586204,relation
Липове,Lypove,village,Донецька,48.724493,38.304298,3586205,relation
Трипілля,Trypillia,village,Донецька,48.67604,38.259715,3586206,relation
Володимирівка,Volodymyrivka,village,Донецька,48.665485,38.192873,3586208,relation
Стряпівка,Striapivka,hamlet,Донецька,48.671325,38.155515,3586209,relation
Нова Кам’янка,Nova Kamianka,hamlet,Донецька,48.66808,38.133713,3586210,relation
Бахмутське,Bakhmutske,village,Донецька,48.655717,38.099668,3586211,relation
Покровське,Pokrovske,village,Донецька,48.615421,38.137698,3586236,relation
Пилипчатине,Pylypchatyne,village,Донецька,48.612545,38.251562,3586239,relation
Клинове,Klynove,village,Донецька,48.55898,38.164355,3586242,relation
Мідна Руда,Midna Ruda,hamlet,Донецька,48.552275,38.204785,3586244,relation
Відродження,Vidrodzhennia,village,Донецька,48.527749,38.221005,3586245,relation
Вершина,Vershyna,hamlet,Донецька,48.51648,38.127172,3586247,relation
Зайцеве,Zaitseve,village,Донецька,48.526849,38.06694,3586248,relation
Іванград,Ivanhrad,village,Донецька,48.557174,38.026147,3586249,relation
Опитне,Opytne,village,Донецька,48.553895,38.020846,3586250,relation
Підгородне,Pidhorodne,village,Донецька,48.636954,38.032046,3586252,relation
Оленівка,Olenivka,village,Донецька,47.830449,37.660085,3586271,relation
Сухецьке,Sukhetske,hamlet,Донецька,48.377168,37.222216,3586302,relation
Каленики,Kalenyky,village,Донецька,48.844167,37.916511,3586314,relation
Крива Лука,Kryva Luka,village,Донецька,48.873221,37.903362,3586317,relation
Семенівка,Semenivka,village,Донецька,48.668182,37.651959,3586326,relation
Першомар’ївка,Pershomarivka,hamlet,Донецька,48.734361,37.704272,3586327,relation
Білокузьминівка,Bilokuzmynivka,village,Донецька,48.655778,37.673747,3586354,relation
Федорівка,Fedorivka,hamlet,Донецька,48.657253,37.740176,3586356,relation
Маркове,Markove,village,Донецька,48.654132,37.789093,3586357,relation
Майське,Maiske,village,Донецька,48.625142,37.777506,3586359,relation
Віролюбівка,Viroliubivka,village,Донецька,48.61123,37.719097,3586360,relation
Клинове,Klynove,hamlet,Донецька,48.614704,37.675032,3586361,relation
Новомаркове,Novomarkove,village,Донецька,48.67279,37.828009,3586363,relation
Попасне,Popasne,hamlet,Донецька,48.595318,37.703109,3586364,relation
Миколаївка,Mykolaivka,village,Донецька,48.578303,37.796195,3586367,relation
Подільське,Podilske,village,Донецька,48.573509,37.77091,3586368,relation
Червоне,Chervone,village,Донецька,48.563207,37.789499,3586369,relation
Ступочки,Stupochky,village,Донецька,48.536311,37.827261,3586411,relation
Предтечине,Predtechyne,village,Донецька,48.523399,37.812128,3586412,relation
Молочарка,Molocharka,village,Донецька,48.559124,37.70928,3586414,relation
Новодмитрівка,Novodmytrivka,village,Донецька,48.545792,37.72996,3586415,relation
Олександро-Шультине,Oleksandro-Shultyne,village,Донецька,48.486054,37.826509,3586416,relation
Біла Гора,Bila Hora,village,Донецька,48.483736,37.86875,3586420,relation
Іванопілля,Ivanopillia,village,Донецька,48.471876,37.775436,3586425,relation
Іллінівка,Illinivka,village,Донецька,48.494036,37.666381,3586426,relation
Диліївка,Dyliivka,village,Донецька,48.463607,37.882779,3586427,relation
Зайцеве,Zaitseve,town,Донецька,48.427851,38.008687,3586428,relation
Бересток,Berestok,village,Донецька,48.478557,37.695372,3586430,relation
Олександрівка,Oleksandrivka,town,Донецька,48.710406,36.913089,3586605,relation
Високопілля,Vysokopillia,village,Донецька,48.769281,37.071948,3586610,relation
Запаро-Мар’ївка,Zaparo-Marivka,village,Донецька,48.80031,37.046675,3586613,relation
Дмитрівка,Dmytrivka,village,Донецька,48.755901,37.383863,3586627,relation
Новоселівка,Novoselivka,village,Донецька,48.820043,37.459509,3586634,relation
Суханівка,,village,Донецька,48.818876,37.549511,3586635,relation
Троїцьке,Troitske,village,Донецька,48.824433,37.334002,3586636,relation
Прилісне,Prylisne,village,Донецька,48.834536,37.299451,3586637,relation
Черкаське,Cherkaske,village,Донецька,48.837563,37.384849,3586643,relation
Микільське,Mykilske,village,Донецька,48.918156,37.455379,3586644,relation
Торець,Torets,village,Донецька,48.867126,37.489747,3586645,relation
Мирне,Myrne,village,Донецька,48.859122,37.547565,3586646,relation
Соснове,Sosnove,village,Донецька,49.072913,37.549649,3586649,relation
Райгородок,Raihorodok,town,Донецька,48.901923,37.72243,3586653,relation
Донецьке,Donetske,town,Донецька,48.933309,37.691089,3586655,relation
Стародубівка,Starodubivka,village,Донецька,48.888308,37.791601,3586656,relation
Пискунівка,Pyskunivka,village,Донецька,48.881914,37.847266,3586657,relation
Рай-Олександрівка,Rai-Oleksandrivka,village,Донецька,48.810676,37.857497,3586659,relation
Никонорівка,Nykonorivka,village,Донецька,48.771422,37.740735,3586660,relation
Оріхуватка,Orikhuvatka,village,Донецька,48.805116,37.770193,3586666,relation
Малинівка,Malynivka,village,Донецька,48.73913,37.766105,3586667,relation
Васютинське,Vasiutynske,village,Донецька,48.70797,37.739755,3586668,relation
Тихонівка,Tykhonivka,village,Донецька,48.71956,37.78584,3586669,relation
Дібрівка,Dibrivka,village,Донецька,47.90468,39.038975,3586744,relation
Верхній Кут,Verkhnii Kut,hamlet,Донецька,47.95103,39.02653,3586745,relation
Шевченко,Shevchenko,village,Донецька,48.155889,38.300275,3586748,relation
Землянки,Zemlianky,village,Донецька,48.131774,37.913938,3586754,relation
Ясинівка,Yasynivka,village,Донецька,48.134133,37.948423,3586755,relation
Мінеральне,Mineralne,village,Донецька,48.10067,37.835885,3586756,relation
Яковлівка,Yakovlivka,village,Донецька,48.088379,37.824495,3586757,relation
Керамік,Keramik,town,Донецька,48.252811,37.683588,3620582,relation
Заповідне,,village,Донецька,48.418351,37.257589,3626184,relation
Бунге,,town,Донецька,48.221527,38.280275,3629487,relation
Горлівка,Horlivka,city,Донецька,48.306743,38.079289,3862199,relation
Покровське,Pokrovske,village,Донецька,47.047316,37.469735,3862777,relation
Дачне,Dachne,village,Донецька,47.993226,37.177945,3933891,relation
Гігант,Hihant,hamlet,Донецька,47.927818,37.156269,3933892,relation
Дальнє,Dalnie,village,Донецька,47.946314,37.276385,3933893,relation
Зеленівка,Zelenivka,village,Донецька,47.965148,37.092885,3933894,relation
Костянтинопольське,Kostiantynopolske,village,Донецька,47.923615,37.184409,3933895,relation
Старі Терни,Stari Terny,village,Донецька,48.014343,37.204634,3933896,relation
Сухі Яли,Sukhi Yaly,village,Донецька,47.944517,37.122974,3933897,relation
Янтарне,Yantarne,hamlet,Донецька,47.940552,37.161292,3933898,relation
Максимівка,Maksymivka,village,Донецька,47.89167,37.106538,3933921,relation
Новоукраїнка,Novoukrainka,village,Донецька,47.837052,37.103206,3933922,relation
Пречистівка,Prechystivka,village,Донецька,47.7781,37.076591,3933923,relation
Ганнівка,Hannivka,village,Донецька,47.907647,37.261284,3933927,relation
Веселий Гай,Veselyi Hai,hamlet,Донецька,47.898733,37.25887,3933928,relation
Трудове,Trudove,village,Донецька,47.899047,37.217468,3933929,relation
Успенівка,Uspenivka,village,Донецька,47.917516,37.229181,3933930,relation
Богоявленка,Bohoiavlenka,village,Донецька,47.863453,37.215297,3933975,relation
Георгіївка,Heorhiivka,village,Донецька,47.965211,37.447102,3933976,relation
Красногорівка,Krasnohorivka,town,Донецька,48.006494,37.489413,3933977,relation
Максимільянівка,Maksymilianivka,village,Донецька,47.974607,37.393931,3933978,relation
Мар’їнка,Marinka,town,Донецька,47.944324,37.51224,3933979,relation
Перемога,Peremoha,village,Донецька,47.915134,37.459795,3933980,relation
Старомихайлівка,Staromykhailivka,town,Донецька,47.994761,37.582763,3933981,relation
Олександрівка,Oleksandrivka,town,Донецька,47.921322,37.581538,3933985,relation
Кремінець,Kreminets,village,Донецька,47.917631,37.617992,3933996,relation
Луганське,Luhanske,village,Донецька,47.890044,37.676349,3933997,relation
Сигнальне,Syhnalne,village,Донецька,47.845848,37.643145,3933998,relation
Славне,Slavne,village,Донецька,47.836159,37.56508,3933999,relation
Олександропіль,Oleksandropil,village,Донецька,48.014828,37.392093,3934018,relation
Галицинівка,Halytsynivka,village,Донецька,48.098462,37.442563,3934019,relation
Долинівка,Dolynivka,hamlet,Донецька,48.098,37.41492,3934020,relation
Бажане Друге,,village,Донецька,48.056299,37.418451,3934021,relation
Бажане Перше,,village,Донецька,48.074783,37.420658,3934022,relation
Зоряне,Zoriane,village,Донецька,48.034941,37.400626,3934023,relation
Карлівка,Karlivka,village,Донецька,48.105836,37.494036,3934024,relation
Лісівка,Lisivka,village,Донецька,48.097246,37.377615,3934025,relation
Вознесенка,Voznesenka,village,Донецька,48.061396,37.25678,3934054,relation
Ізмайлівка,Izmailivka,village,Донецька,48.056162,37.346121,3934055,relation
Кремінна Балка,Kreminna Balka,hamlet,Донецька,48.071423,37.278774,3934056,relation
Новоселидівка,Novoselydivka,village,Донецька,48.0552,37.290649,3934057,relation
Вовченка,Vovchenka,village,Донецька,48.009271,37.353463,3934090,relation
Іллінка,Illinka,village,Донецька,48.009891,37.303976,3934091,relation
Курахове,Kurakhove,town,Донецька,47.997848,37.277053,3934092,relation
Острівське,Ostrivske,village,Донецька,48.001272,37.345198,3934093,relation
Степанівка,Stepanivka,hamlet,Донецька,48.001422,37.321583,3934094,relation
Антонівка,Antonivka,village,Донецька,47.880847,37.358272,3934442,relation
Єлизаветівка,Yelyzavetivka,village,Донецька,47.88828,37.29778,3934443,relation
Іллінка,Illinka,village,Донецька,47.89062,37.317176,3934444,relation
Катеринівка,Katerynivka,village,Донецька,47.874755,37.344729,3934445,relation
Павлівка,Pavlivka,village,Донецька,47.756092,37.217532,3934446,relation
Романівка,Romanivka,village,Донецька,47.899032,37.288899,3934447,relation
Костянтинівка,Kostiantynivka,village,Донецька,47.869485,37.407791,3934459,relation
Березове,Berezove,village,Донецька,47.767544,37.582228,3934504,relation
Водяне,Vodiane,village,Донецька,47.825083,37.314908,3934505,relation
Новомихайлівка,Novomykhailivka,village,Донецька,47.854042,37.483461,3934506,relation
Парасковіївка,Paraskoviivka,village,Донецька,47.868091,37.447177,3934507,relation
Солодке,Solodke,village,Донецька,47.789925,37.4899,3934508,relation
Степне,Stepne,village,Донецька,47.791244,37.548304,3934509,relation
Тарамчук,Taramchuk,village,Донецька,47.804578,37.57628,3934510,relation
Роздольне,Rozdolne,village,Донецька,47.903892,36.916991,3934914,relation
Шахтарське,Shakhtarske,village,Донецька,47.85919,36.998208,3934917,relation
Малинівка,Malynivka,village,Донецька,47.17145,37.228043,3934931,relation
Новоазовськ,Novoazovsk,town,Донецька,47.114553,38.081754,3934937,relation
Обрив,Obryv,village,Донецька,47.101017,38.186013,3934938,relation
Сєдове,Siedove,town,Донецька,47.075862,38.163827,3934939,relation
Дружківське,Druzhkivske,village,Донецька,48.630993,37.589455,3934945,relation
Затишок,,village,Донецька,48.387469,37.256859,3934946,relation
Ганнівка,Hannivka,village,Донецька,48.482924,37.119973,3935695,relation
Святогорівка,Sviatohorivka,village,Донецька,48.485627,37.031206,3935696,relation
Попова Балка,,town,Донецька,47.811603,38.288126,3935869,relation
Варварівка,Varvarivka,hamlet,Донецька,48.645326,37.310121,3936080,relation
Виселки,Vyselky,hamlet,Донецька,47.698443,38.660893,3936085,relation
Бурякова Балка,Buriakova Balka,village,Донецька,46.971841,37.402385,3936089,relation
Мелекіне,Melekine,village,Донецька,46.953055,37.390761,3936090,relation
Мангуш,Manhush,town,Донецька,47.051933,37.311905,3936098,relation
,,village,Донецька,47.857761,38.453096,3936099,relation
Холмисте,Kholmyste,village,Донецька,47.940449,38.107966,3936103,relation
Гірник,Hirnyk,town,Донецька,48.05279,37.369256,3936106,relation
Курахівка,Kurakhivka,town,Донецька,48.026275,37.375655,3936107,relation
Михайлівка,Mykhailivka,village,Донецька,48.1447,37.358154,3936109,relation
Єнакієве,Yenakiieve,town,Донецька,48.233147,38.209313,3936114,relation
Бражине,Brazhyne,town,Донецька,47.995528,38.82138,3936144,relation
Гірницьке,Hirnytske,town,Донецька,47.999333,38.832422,3936145,relation
Залісне,Zalisne,town,Донецька,48.031092,38.812899,3936146,relation
Сєверне,Sieverne,town,Донецька,48.08815,38.694734,3936147,relation
Дебальцівське,Debaltsivske,village,Донецька,48.33186,38.373355,3936158,relation
Новогригорівка,Novohryhorivka,village,Донецька,48.36628,38.412247,3936159,relation
Вуглегірськ,Vuhlehirsk,town,Донецька,48.312324,38.281316,3936160,relation
Благодать,Blahodat,village,Донецька,48.578043,37.120693,3936179,relation
Вільне,Vilne,village,Донецька,48.472214,37.224518,3936180,relation
Добропілля,Dobropillia,village,Донецька,48.420826,37.049624,3936181,relation
