name_uk,name_en,place,oblast,lat,lon,osm_id,osm_type
Кардаші,Kardashi,village,Дніпропетровська,48.332756,36.262763,261048017,way
Чумаки,Chumaky,village,Дніпропетровська,48.30147,36.273511,261048682,way
Відродження,Vidrodzhennia,village,Дніпропетровська,48.284625,36.281656,261049224,way
Новоселівка,Novoselivka,village,Дніпропетровська,48.4938,36.571657,261051699,way
Зелений Гай,Zelenyi Hai,village,Дніпропетровська,48.501982,36.609527,261051792,way
Українське,Ukrainske,village,Дніпропетровська,48.503421,36.582517,261051843,way
Осадче,Osadche,village,Дніпропетровська,48.614418,36.465287,261052112,way
Водяне,Vodiane,village,Дніпропетровська,48.630502,36.450984,261052138,way
Росішки,Rosishky,village,Дніпропетровська,48.36891,36.50453,261052213,way
Лозове,Lozove,village,Дніпропетровська,48.355121,36.539561,261052326,way
Роздори,Rozdory,village,Дніпропетровська,48.34039,36.574566,261052355,way
Жукове,Zhukove,hamlet,Дніпропетровська,48.360812,36.598378,261054911,way
Вознесенське,Voznesenske,village,Дніпропетровська,48.34228,36.630566,261055084,way
Веселе,Vesele,village,Дніпропетровська,48.315306,36.71458,261055127,way
Славне,Slavne,village,Дніпропетровська,48.304426,36.726951,261055214,way
Новолозуватівка,Novolozuvativka,village,Дніпропетровська,48.274558,36.762098,261055909,way
Запорізьке,Zaporizke,hamlet,Дніпропетровська,48.27254,36.73086,261056521,way
Попутне,Poputne,hamlet,Дніпропетровська,48.281838,36.661451,261056721,way
Новотроїцьке,Novotroitske,village,Дніпропетровська,48.297208,36.5546,261056834,way
Преображенка,Preobrazhenka,village,Дніпропетровська,48.277593,36.549518,261056958,way
Всесвятське,Vsesviatske,village,Дніпропетровська,48.271719,36.503846,261057141,way
Василівка,Vasylivka,village,Дніпропетровська,48.23533,36.514357,261057361,way
Володимирівка,Volodymyrivka,village,Дніпропетровська,48.202725,36.488479,261057653,way
Демурине,Demuryne,village,Дніпропетровська,48.180378,36.485033,261057684,way
Чаус,Chaus,village,Дніпропетровська,48.181063,36.521099,261057814,way
Солоне,Solone,village,Дніпропетровська,48.191171,36.521388,261057882,way
Миколаївка,Mykolaivka,village,Дніпропетровська,48.208138,36.522591,261057957,way
Богданівка,Bohdanivka,village,Дніпропетровська,48.223522,36.571886,261058240,way
Тарасівка,Tarasivka,village,Дніпропетровська,48.183048,36.588867,261058312,way
Іванівка,Ivanivka,village,Дніпропетровська,48.096838,36.644089,261058438,way
Філія,Filiia,village,Дніпропетровська,48.086294,36.753114,261058483,way
Новопавлівка,Novopavlivka,village,Дніпропетровська,48.135459,36.779552,261058893,way
Федорівське,Fedorivske,village,Дніпропетровська,48.184697,36.675689,261059094,way
Олександрівка,Oleksandrivka,village,Дніпропетровська,48.241956,36.648545,261059221,way
Дачне,Dachne,village,Дніпропетровська,48.045,36.825691,261059919,way
Зелений Гай,Zelenyi Hai,hamlet,Дніпропетровська,48.179667,35.734613,261060629,way
Луб’янці,Lubiantsi,hamlet,Дніпропетровська,48.200573,35.74274,261060843,way
Іванівське,Ivanivske,hamlet,Дніпропетровська,48.195655,35.764394,261060997,way
Кобзар,Kobzar,hamlet,Дніпропетровська,48.21508,35.843717,261061278,way
Аврамівка,Avramivka,village,Дніпропетровська,48.187396,35.853526,261061964,way
Крутоярка,Krutoiarka,village,Дніпропетровська,48.185272,35.888527,261062214,way
Червона Долина,Chervona Dolyna,village,Дніпропетровська,48.177102,35.916253,261063443,way
Павлівка,Pavlivka,village,Дніпропетровська,48.156543,35.969407,261063879,way
Перевальське,Perevalske,hamlet,Дніпропетровська,48.132963,35.988294,261064076,way
Охотниче,Okhotnyche,village,Дніпропетровська,48.091904,36.073164,261064342,way
Лугове,Luhove,hamlet,Дніпропетровська,48.082394,36.0751,261064384,way
Пришиб,Pryshyb,village,Дніпропетровська,48.078955,36.128398,261065051,way
Петрикове,Petrykove,village,Дніпропетровська,48.105573,36.196536,261065551,way
Рівне,Rivne,village,Дніпропетровська,48.10298,36.224206,261065774,way
Петриків,Petrykiv,hamlet,Дніпропетровська,48.097788,36.242924,261065829,way
Журавлинка,Zhuravlynka,village,Дніпропетровська,48.131893,36.19943,261066081,way
Чаплине,Chaplyne,town,Дніпропетровська,48.127223,36.237453,261066176,way
Касаєве,Kasaieve,village,Дніпропетровська,48.146355,36.170648,261066375,way
Краснощокове,Krasnoshchokove,village,Дніпропетровська,48.177869,36.178817,261067179,way
Шевченкове,Shevchenkove,village,Дніпропетровська,48.178825,36.21946,261067466,way
Свиридове,Svyrydove,village,Дніпропетровська,48.186599,36.241143,261067512,way
Хуторо-Чаплине,Khutoro-Chaplyne,village,Дніпропетровська,48.156174,36.283824,261067696,way
Таранове,Taranove,village,Дніпропетровська,48.151778,36.31788,261067766,way
Крутеньке,Krutenke,village,Дніпропетровська,48.160482,36.346531,261068087,way
Довге,Dovhe,hamlet,Дніпропетровська,48.174271,36.36982,261068244,way
Зелений Гай,Zelenyi Hai,village,Дніпропетровська,48.193489,36.340763,261068335,way
Новоандріївка,Novoandriivka,village,Дніпропетровська,48.196289,36.406323,261068498,way
Хвилі,Khvyli,village,Дніпропетровська,48.163331,36.435828,261068639,way
Копані,Kopani,village,Дніпропетровська,48.220945,36.315924,261068747,way
Щасливе,Shchaslyve,hamlet,Дніпропетровська,48.244807,36.287427,261068773,way
Миколаївка,Mykolaivka,village,Дніпропетровська,48.277944,36.315129,261068916,way
Медичне,Medychne,village,Дніпропетровська,48.25497,36.217909,261069054,way
Дубовики,Dubovyky,village,Дніпропетровська,48.23991,36.216717,261069248,way
Артемівка,Artemivka,village,Дніпропетровська,48.220741,36.17523,261069262,way
Дачне,Dachne,village,Дніпропетровська,48.268502,36.267014,261069312,way
Бровки,Brovky,village,Дніпропетровська,48.274497,36.220608,261069503,way
Лиса Балка,Lysa Balka,village,Дніпропетровська,48.298733,36.139055,261069750,way
Гришаї,Hryshai,village,Дніпропетровська,48.271585,36.15679,261070320,way
Добровілля,Dobrovillia,village,Дніпропетровська,48.305321,36.094502,261070353,way
Очеретувате,Ocheretuvate,village,Дніпропетровська,48.339898,36.089959,261070369,way
Великоолександрівка,Velykooleksandrivka,village,Дніпропетровська,48.371979,35.925184,261070991,way
Воскресенівка,Voskresenivka,village,Дніпропетровська,48.337326,35.915012,261071077,way
Преображенське,Preobrazhenske,village,Дніпропетровська,48.301898,35.971544,261071297,way
Правда,Pravda,village,Дніпропетровська,48.251391,35.984929,261071630,way
Самарське,Samarske,hamlet,Дніпропетровська,48.147568,35.865815,261071863,way
Тихе,Tykhe,hamlet,Дніпропетровська,48.143376,35.838752,261071906,way
Широке,Shyroke,village,Дніпропетровська,48.131851,35.871387,261072023,way
Довге,Dovhe,hamlet,Дніпропетровська,48.120231,35.905298,261072073,way
Перепеляче,Perepeliache,hamlet,Дніпропетровська,48.11128,35.975882,261072264,way
Каплистівка,Kaplystivka,village,Дніпропетровська,48.086996,35.900077,261072441,way
Криворізьке,Kryvorizke,village,Дніпропетровська,48.080456,35.875204,261072466,way
Новогригорівка,,village,Дніпропетровська,48.104463,35.833602,261072529,way
Морозівське,Morozivske,hamlet,Дніпропетровська,48.097426,35.776842,261072971,way
Вербівське,Verbivske,village,Дніпропетровська,48.133519,35.750282,261073201,way
Рубанівське,Rubanivske,village,Дніпропетровська,48.142891,35.791383,261073325,way
Новоіванівка,Novoivanivka,village,Дніпропетровська,48.16433,35.796103,261073450,way
Дібрівка,Dibrivka,village,Дніпропетровська,48.213966,35.778492,261078480,way
Письменне,Pysmenne,town,Дніпропетровська,48.203853,35.808018,261078853,way
Шевченко,Shevchenko,village,Дніпропетровська,48.201238,35.825931,261079098,way
Солонці,Solontsi,hamlet,Дніпропетровська,48.243815,35.775849,261079612,way
Нововознесенка,Novovoznesenka,village,Дніпропетровська,48.285337,35.748944,261080592,way
Широке,Shyroke,village,Дніпропетровська,48.518046,34.293535,261083825,way
Полівське,Polivske,village,Дніпропетровська,48.447772,34.123645,261084615,way
Гранове,Hranove,village,Дніпропетровська,48.461365,34.140926,261084668,way
Дубове,Dubove,village,Дніпропетровська,48.474863,34.123523,261085330,way
Калинівка,Kalynivka,village,Дніпропетровська,48.473443,34.142534,261085675,way
Петрівка,Petrivka,village,Дніпропетровська,48.4739,34.176681,261086375,way
Малярщина,,village,Дніпропетровська,48.361995,34.340718,261087692,way
Улянівка,Ulianivka,village,Дніпропетровська,48.357822,34.30003,261087960,way
Кам’янчани,Kamianchany,village,Дніпропетровська,48.366047,34.289681,261088288,way
Червоноіванівка,Chervonoivanivka,village,Дніпропетровська,48.386178,34.288122,261088776,way
Коробчине,Korobchyne,village,Дніпропетровська,48.380352,34.235228,261088948,way
Мирне,Myrne,village,Дніпропетровська,48.320906,34.27381,261089356,way
Дружба,Druzhba,village,Дніпропетровська,48.335036,34.290871,261089541,way
Червоний Став,Chervonyi Stav,village,Дніпропетровська,48.324583,34.308453,261089599,way
Первозванівка,Pervozvanivka,village,Дніпропетровська,48.307377,34.350489,261089851,way
Сухий Хутір,Sukhyi Khutir,village,Дніпропетровська,48.294428,34.318786,261090022,way
Новокалинівка,Novokalynivka,village,Дніпропетровська,48.279289,34.389696,261090278,way
Володимирівка,Volodymyrivka,village,Дніпропетровська,48.267712,34.486793,261090395,way
Єгорівка,Yehorivka,village,Дніпропетровська,48.27375,34.510209,261090541,way
Промінь,Promin,village,Дніпропетровська,48.293029,34.535026,261090715,way
Оленівка,Olenivka,village,Дніпропетровська,48.313869,34.551837,261091700,way
Грушівка,Hrushivka,hamlet,Дніпропетровська,48.288573,34.588825,261091818,way
Ненаситець,Nenasytets,village,Дніпропетровська,48.192348,35.252634,261092923,way
Попове,Popove,hamlet,Дніпропетровська,48.208391,35.281987,261093010,way
Грякувате,Hriakuvate,hamlet,Дніпропетровська,48.2213,35.296025,261093052,way
Дубо-Осокорівка,Dubo-Osokorivka,hamlet,Дніпропетровська,48.224183,35.337414,261093138,way
Надеждине,Nadezhdyne,hamlet,Дніпропетровська,48.203053,35.547052,261188181,way
Троїцьке,Troitske,village,Дніпропетровська,48.191483,35.524907,261188258,way
Гірки,Hirky,village,Дніпропетровська,48.215453,35.512432,261232932,way
Запорізьке,Zaporizke,village,Дніпропетровська,48.20384,35.500477,261232976,way
Бурханівка,Burkhanivka,village,Дніпропетровська,48.190501,35.511517,261233698,way
Володимирівське,Volodymyrivske,village,Дніпропетровська,48.172837,35.511083,261234387,way
Третяківка,Tretiakivka,village,Дніпропетровська,48.17205,35.508068,261235061,way
Новоолександрівське,Novooleksandrivske,village,Дніпропетровська,48.1572,35.512223,261235394,way
Тургенєвка,Turhenievka,village,Дніпропетровська,48.141937,35.509519,261238654,way
Новоолександропіль,Novooleksandropil,village,Дніпропетровська,48.165393,35.466927,261238786,way
Мажари,Mazhary,hamlet,Дніпропетровська,48.173217,35.553238,261239703,way
Заяче,Zaiache,hamlet,Дніпропетровська,48.156744,35.610361,261240355,way
Великомихайлівка,Velykomykhailivka,village,Дніпропетровська,48.149038,35.625976,261240829,way
Рудево-Миколаївка,Rudevo-Mykolaivka,village,Дніпропетровська,48.172306,35.621878,261240960,way
Котлярівське,Kotliarivske,village,Дніпропетровська,48.186759,35.629626,261241181,way
Шевченківське,Shevchenkivske,village,Дніпропетровська,48.200456,35.60075,261241257,way
Дніпровське,Dniprovske,hamlet,Дніпропетровська,48.209704,35.608626,261241266,way
Миролюбівка,Myroliubivka,village,Дніпропетровська,48.212902,35.667186,261241749,way
Мирне,Myrne,village,Дніпропетровська,48.19138,35.682823,261242018,way
Новочернігівське,Novochernihivske,village,Дніпропетровська,48.185497,35.702992,261242307,way
Партизани,Partyzany,village,Дніпропетровська,48.165612,35.717291,261242593,way
Терса,Tersa,hamlet,Дніпропетровська,48.148067,35.6867,261242956,way
Носачі,Nosachi,village,Дніпропетровська,48.144581,35.672183,261243442,way
Кодацьке,Kodatske,village,Дніпропетровська,48.139831,35.612303,261245479,way
Київське,Kyivske,hamlet,Дніпропетровська,48.134977,35.58634,261245652,way
Польове,Polove,village,Дніпропетровська,48.098964,35.551868,261245705,way
Бегма,Behma,village,Дніпропетровська,48.10636,35.439589,261246303,way
Першозванівка,Pershozvanivka,village,Дніпропетровська,48.118022,35.397436,261246455,way
Осокорівка,Osokorivka,village,Дніпропетровська,48.124386,35.352242,261247117,way
Обоянівське,Oboianivske,hamlet,Дніпропетровська,48.140616,35.365912,261247519,way
Олександропіль,Oleksandropil,village,Дніпропетровська,48.146907,35.297384,261247663,way
Воронове,Voronove,village,Дніпропетровська,48.145145,35.254709,261249754,way
Мар’ївка,Marivka,hamlet,Дніпропетровська,48.186476,35.202986,261334467,way
Василівка-на-Дніпрі,Vasylivka-na-Dnipri,village,Дніпропетровська,48.199739,35.206412,261334548,way
Варварівка,Varvarivka,village,Дніпропетровська,48.199948,35.334471,261334669,way
Запорожець,Zaporozhets,hamlet,Дніпропетровська,48.222756,35.229142,261334979,way
Грушувато-Криничне,Hrushuvato-Krynychne,village,Дніпропетровська,48.250128,35.246587,261336250,way
Суха Калина,Sukha Kalyna,village,Дніпропетровська,48.264765,35.259998,261337006,way
Павлівка,Pavlivka,village,Дніпропетровська,48.23849,35.377201,261337298,way
Вербки-Осокорівка,Verbky-Osokorivka,village,Дніпропетровська,48.245802,35.411025,261337421,way
Василівка,Vasylivka,village,Дніпропетровська,48.22137,35.406755,261337743,way
Михайлівка,Mykhailivka,village,Дніпропетровська,48.194215,35.405028,261338265,way
Новоолександрівка,Novooleksandrivka,village,Дніпропетровська,48.234025,35.521621,261339376,way
Березнуватка,Bereznuvatka,hamlet,Дніпропетровська,48.246511,35.601607,261339516,way
Садове,Sadove,hamlet,Дніпропетровська,48.264104,35.558298,261339677,way
Луб’янка,Lubianka,village,Дніпропетровська,48.286396,35.570919,261340275,way
Циганівка,Tsyhanivka,village,Дніпропетровська,48.27692,35.583495,261340655,way
Токове,Tokove,village,Дніпропетровська,48.287904,35.602953,261341066,way
Ясне,Yasne,village,Дніпропетровська,48.292831,35.620089,261344855,way
Катражка,Katrazhka,village,Дніпропетровська,48.298322,35.621111,261344983,way
Вишневецьке,Vyshnevetske,village,Дніпропетровська,48.307475,35.620731,261345966,way
Гострий Камінь,Hostryi Kamin,hamlet,Дніпропетровська,48.301872,35.645178,261346404,way
Старовишневецьке,Starovyshnevetske,village,Дніпропетровська,48.324834,35.67716,261347072,way
Роздори,Rozdory,village,Дніпропетровська,48.328852,35.702354,261347691,way
Новоіларіонівське,Novoilarionivske,village,Дніпропетровська,48.341779,35.745014,261349594,way
Писарівка,Pysarivka,village,Дніпропетровська,48.343939,35.775906,261350001,way
Зелений Гай,Zelenyi Hai,hamlet,Дніпропетровська,48.296597,35.763241,261350296,way
Пристень,Prysten,hamlet,Дніпропетровська,48.359063,35.765291,261350539,way
Калинівка,Kalynivka,village,Дніпропетровська,48.395347,35.699023,261350807,way
Водяне,Vodiane,village,Дніпропетровська,48.385275,35.655307,261351079,way
Новоолексіївка,Novooleksiivka,village,Дніпропетровська,48.365802,35.567512,261351340,way
Вільне,Vilne,village,Дніпропетровська,48.406329,35.526331,261351903,way
Козачий Гай,Kozachyi Hai,hamlet,Дніпропетровська,48.411404,35.634487,261351977,way
Романівка,Romanivka,village,Дніпропетровська,48.420721,35.593223,261352063,way
Зайцеве,Zaitseve,village,Дніпропетровська,48.427119,35.674029,261352229,way
Очеретувате,Ocheretuvate,hamlet,Дніпропетровська,48.434355,35.710069,261352273,way
Красне,Krasne,village,Дніпропетровська,48.434072,35.748831,261352349,way
Тернове,Ternove,village,Дніпропетровська,48.45518,35.728879,261352360,way
Нове,Nove,village,Дніпропетровська,48.470078,35.653771,261352912,way
Майське,Maiske,village,Дніпропетровська,48.475669,35.614508,261352948,way
Новомиколаївка,Novomykolaivka,hamlet,Дніпропетровська,48.478872,35.58543,261353403,way
Максимівка,Maksymivka,village,Дніпропетровська,48.509865,35.592661,261353472,way
Хорошеве,Khorosheve,village,Дніпропетровська,48.416314,35.488699,261353586,way
Кислянка,Kyslianka,village,Дніпропетровська,48.43091,35.49295,261353924,way
Надія,Nadiia,village,Дніпропетровська,48.450783,35.441612,261354452,way
Кам’януватка,Kamianuvatka,village,Дніпропетровська,48.454793,35.467054,261354887,way
Лугове,Luhove,hamlet,Дніпропетровська,48.468909,35.40672,261355453,way
Широкосмоленка,Shyrokosmolenka,village,Дніпропетровська,48.485965,35.378149,261358558,way
Дерезувате,Derezuvate,village,Дніпропетровська,48.494368,35.424877,261362205,way
Діброва,Dibrova,village,Дніпропетровська,48.284908,35.196979,261363596,way
Ракове,Rakove,village,Дніпропетровська,48.303435,35.27688,261364127,way
Веселе,Vesele,village,Дніпропетровська,48.320237,35.252263,261364267,way
Мар’їнка,Marinka,village,Дніпропетровська,48.330757,35.290017,261364553,way
Шахтарське,Shakhtarske,village,Дніпропетровська,48.324149,35.357599,261366049,way
Мар’ївка,Marivka,village,Дніпропетровська,48.331738,35.323459,261366856,way
Хорошеве,Khorosheve,village,Дніпропетровська,48.355588,35.39089,261367035,way
Старолозуватка,Starolozuvatka,village,Дніпропетровська,48.399928,35.354409,261367568,way
Іванівка,Ivanivka,village,Дніпропетровська,48.398927,35.303674,261367870,way
Знаменівське,Znamenivske,village,Дніпропетровська,48.42017,35.393508,261368222,way
Лозуватка,Lozuvatka,village,Дніпропетровська,48.42733,35.352991,261368309,way
Ягідне,Yahidne,village,Дніпропетровська,48.457495,35.340882,261368486,way
Базарове,Bazarove,village,Дніпропетровська,48.117945,33.211399,261372200,way
Новоганнівка,Novohannivka,village,Дніпропетровська,48.147484,33.241577,261372291,way
Раєво-Олександрівка,Raievo-Oleksandrivka,hamlet,Дніпропетровська,48.106025,33.297736,261372504,way
Лозуватка,Lozuvatka,village,Дніпропетровська,48.060331,33.297477,261373216,way
Недайвода,Nedaivoda,village,Дніпропетровська,48.140355,33.37495,261373666,way
Тернуватка,Ternuvatka,village,Дніпропетровська,48.140055,33.345192,261373821,way
Зоря,Zoria,village,Дніпропетровська,48.152817,33.456502,261374280,way
Софіївка,Sofiivka,town,Дніпропетровська,48.076905,33.897385,261383435,way
Петрове,Petrove,village,Дніпропетровська,48.023043,33.941604,261392612,way
Михайлівка,Mykhailivka,hamlet,Дніпропетровська,48.00265,33.906748,261392801,way
Одрубок,Odrubok,village,Дніпропетровська,47.992098,33.995052,261393083,way
Нові Ковна,Novi Kovna,village,Дніпропетровська,47.979081,33.975445,261393583,way
Жовте,Zhovte,village,Дніпропетровська,47.977098,33.950705,261394253,way
Нововітебське,Novovitebske,village,Дніпропетровська,47.976573,33.89069,261394787,way
Нововасилівка,Novovasylivka,village,Дніпропетровська,47.93429,33.964135,261395435,way
Новоподільське,Novopodilske,village,Дніпропетровська,47.926739,33.897116,261395829,way
Садове,Sadove,village,Дніпропетровська,47.917349,33.999805,261397550,way
Українка,Ukrainka,village,Дніпропетровська,47.87447,33.981365,261397657,way
Вакулове,Vakulove,village,Дніпропетровська,47.89821,33.931829,261397825,way
Петропавлівка,Petropavlivka,village,Дніпропетровська,47.848128,33.987728,261398289,way
Новоолексіївка,Novooleksiivka,village,Дніпропетровська,47.832408,33.847135,261399763,way
Дачне,Dachne,hamlet,Дніпропетровська,47.856369,33.849046,261399765,way
Калашники,Kalashnyky,hamlet,Дніпропетровська,47.858959,33.841995,261400026,way
Мар’ївка,Marivka,village,Дніпропетровська,47.87361,33.846454,261400393,way
Павлівка,Pavlivka,village,Дніпропетровська,47.888328,33.863234,261400575,way
Явдохівка,Yavdokhivka,village,Дніпропетровська,47.889563,33.874557,261400698,way
Променисте,Promenyste,village,Дніпропетровська,47.931344,33.766869,261401021,way
Авдотівка,Avdotivka,village,Дніпропетровська,47.965725,33.692831,261402494,way
Новоюлівка,Novoiulivka,village,Дніпропетровська,47.98804,33.738012,261402675,way
Новопетрівка,Novopetrivka,village,Дніпропетровська,47.979723,33.74661,261403013,way
Трудолюбівка,Trudoliubivka,village,Дніпропетровська,47.996483,33.714496,261403130,way
Степове,Stepove,village,Дніпропетровська,48.013779,33.722213,261403190,way
Вишневе,Vyshneve,village,Дніпропетровська,48.03007,33.840591,261403810,way
Новохортиця,Novokhortytsia,village,Дніпропетровська,48.046518,33.804442,261403985,way
Водяне,Vodiane,village,Дніпропетровська,48.092458,33.724277,261404559,way
Гончарове,Honcharove,village,Дніпропетровська,48.088363,33.752967,261404661,way
Кодак,Kodak,hamlet,Дніпропетровська,48.119707,33.68179,261405409,way
Мотина Балка,Motyna Balka,hamlet,Дніпропетровська,48.232144,33.626672,261405844,way
Зав’ялівка,Zavialivka,village,Дніпропетровська,48.229033,33.652344,261405918,way
Новомихайлівка,Novomykhailivka,hamlet,Дніпропетровська,48.221166,33.682697,261406033,way
Райполе,,village,Дніпропетровська,48.198435,33.69232,261406091,way
Ордо-Василівка,Ordo-Vasylivka,village,Дніпропетровська,48.194559,33.713669,261406191,way
Кринички,Krynychky,village,Дніпропетровська,48.161175,33.708646,261406434,way
Зелений Гай,Zelenyi Hai,village,Дніпропетровська,48.114676,33.764239,261406452,way
Мар’є-Дмитрівка,Marie-Dmytrivka,village,Дніпропетровська,48.141067,33.767572,261406496,way
Довгівка,Dovhivka,village,Дніпропетровська,48.104716,33.849302,261406715,way
Ковалеве,Kovaleve,hamlet,Дніпропетровська,48.151112,33.791196,261406934,way
Вербове,Verbove,hamlet,Дніпропетровська,48.161502,33.833804,261406973,way
Любе,Liube,hamlet,Дніпропетровська,48.171722,33.847138,261407035,way
Олександрівка,Oleksandrivka,village,Дніпропетровська,48.184671,33.911762,261407172,way
Криничувате,Krynychuvate,village,Дніпропетровська,48.185217,33.78042,261479764,way
Мар’ївка,Marivka,village,Дніпропетровська,48.219435,33.723568,261479938,way
Макорти,Makorty,village,Дніпропетровська,48.230339,33.761112,261479958,way
Мар’є-Костянтинівка,Marie-Kostiantynivka,hamlet,Дніпропетровська,48.222935,33.745715,261480050,way
Андріївка,Andriivka,village,Дніпропетровська,48.231672,33.809033,261480073,way
Нова Зоря,Nova Zoria,village,Дніпропетровська,48.254115,33.839353,261480103,way
Братське,Bratske,village,Дніпропетровська,48.165119,33.979723,261480240,way
Запорізьке,Zaporizke,village,Дніпропетровська,48.134438,33.931512,261480422,way
Потоцьке,Pototske,village,Дніпропетровська,48.134896,33.883195,261480512,way
Любимівка,Liubymivka,village,Дніпропетровська,48.13463,34.023489,261480562,way
Широке,Shyroke,village,Дніпропетровська,48.07124,34.044101,261480709,way
Тарасівка,Tarasivka,village,Дніпропетровська,48.051975,34.043393,261480727,way
Катеринівка,Katerynivka,hamlet,Дніпропетровська,48.062036,34.068546,261480773,way
Вільне Життя,Vilne Zhyttia,hamlet,Дніпропетровська,48.07069,34.092556,261480800,way
Олександро-Білівка,Oleksandro-Bilivka,village,Дніпропетровська,48.092489,34.10975,261480891,way
Володимирівка,Volodymyrivka,village,Дніпропетровська,48.064669,34.161732,261481014,way
Непереможне,Neperemozhne,village,Дніпропетровська,48.037913,34.180112,261481052,way
Катерино-Наталівка,Kateryno-Natalivka,hamlet,Дніпропетровська,48.028116,34.16688,261481064,way
Зелене,Zelene,hamlet,Дніпропетровська,48.019113,34.204002,261481072,way
Петрівка,Petrivka,village,Дніпропетровська,48.004593,34.150999,261481153,way
Миколаївка,Mykolaivka,village,Дніпропетровська,47.985131,34.155734,261481391,way
Лошкарівка,Loshkarivka,village,Дніпропетровська,47.973426,34.173387,261481432,way
Тернуватка,Ternuvatka,village,Дніпропетровська,47.967978,34.024262,261482110,way
Кисличувата,Kyslychuvata,village,Дніпропетровська,47.853756,34.72392,261483589,way
Новокатьощине,Novokatoshchyne,village,Дніпропетровська,47.846351,34.889761,261484275,way
Чайки,Chaiky,hamlet,Дніпропетровська,47.85111,34.866357,261484286,way
Урожайне,Urozhaine,village,Дніпропетровська,47.788357,34.871838,261484335,way
Новомиколаївка,Novomykolaivka,village,Дніпропетровська,47.769636,34.881944,261484998,way
Високе,Vysoke,village,Дніпропетровська,47.76286,34.854676,261485187,way
Новомихайлівка,Novomykhailivka,hamlet,Дніпропетровська,47.750237,34.931635,261485262,way
Грушеве,Hrusheve,village,Дніпропетровська,47.736279,34.889159,261485421,way
Садове,Sadove,village,Дніпропетровська,47.728975,34.870681,261485441,way
Запорізьке,Zaporizke,village,Дніпропетровська,47.73525,34.846833,261485469,way
Жмерине,Zhmeryne,hamlet,Дніпропетровська,47.721973,34.906888,261485531,way
Ганнівка,Hannivka,hamlet,Дніпропетровська,47.725726,34.941475,261485640,way
Запорізька Балка,Zaporizka Balka,village,Дніпропетровська,47.74106,34.946904,261485702,way
Новопавлівка,Novopavlivka,hamlet,Дніпропетровська,47.681648,34.925587,261486056,way
Стрюківка,Striukivka,village,Дніпропетровська,47.668153,34.888358,261486093,way
Долинське,Dolynske,village,Дніпропетровська,47.686923,34.828045,261486186,way
Глухе,Hlukhe,village,Дніпропетровська,47.677208,34.798015,261486226,way
Новокиївка,Novokyivka,village,Дніпропетровська,47.602709,34.763293,261486766,way
Вільне,Vilne,hamlet,Дніпропетровська,47.636868,34.814532,261486907,way
Новокам’янка,Novokamianka,village,Дніпропетровська,47.576863,34.742424,261487229,way
Добра Надія,Dobra Nadiia,village,Дніпропетровська,47.591704,34.697422,261487572,way
Прогрес,Prohres,village,Дніпропетровська,47.678053,34.715012,261489175,way
Зоря,Zoria,village,Дніпропетровська,47.695012,34.682355,261490766,way
Маяк,Maiak,village,Дніпропетровська,47.700911,34.660228,261490851,way
Весела Федорівка,Vesela Fedorivka,village,Дніпропетровська,47.731041,34.681434,261491052,way
Настасівка,Nastasivka,village,Дніпропетровська,47.743962,34.707791,261491717,way
Новий Мир,Novyi Myr,village,Дніпропетровська,47.718315,34.792377,261492680,way
Новоукраїнка,Novoukrainka,village,Дніпропетровська,47.752425,34.80736,261492844,way
Катьощине,Katoshchyne,village,Дніпропетровська,47.788738,34.783417,261493226,way
Петрівка,Petrivka,hamlet,Дніпропетровська,47.818009,34.653097,261493632,way
Зелений Клин,Zelenyi Klyn,village,Дніпропетровська,47.867622,34.591132,261496064,way
Олександрівка,Oleksandrivka,hamlet,Дніпропетровська,47.869857,34.633788,261496270,way
Китайгородка,Kytaihorodka,village,Дніпропетровська,47.909193,34.575496,261496985,way
Чумаки,Chumaky,village,Дніпропетровська,47.95561,34.617562,261498400,way
Крутеньке,Krutenke,village,Дніпропетровська,47.971688,34.626849,261498628,way
Червоний Яр,Chervonyi Yar,village,Дніпропетровська,48.00678,34.700445,261498833,way
Преображенка,Preobrazhenka,village,Дніпропетровська,47.930341,34.771645,261499344,way
Веселий Яр,Veselyi Yar,village,Дніпропетровська,47.956052,34.884554,261502446,way
Новокраснопіль,Novokrasnopil,hamlet,Дніпропетровська,47.996209,34.856916,261502581,way
Приміське,Prymiske,village,Дніпропетровська,47.607239,34.339385,261503535,way
Покровське,Pokrovske,village,Дніпропетровська,47.552238,34.152097,261505849,way
Набережне,Naberezhne,village,Дніпропетровська,47.581514,34.0942,261506257,way
Красне,Krasne,hamlet,Дніпропетровська,47.609345,34.08159,261506354,way
Південне,Pivdenne,village,Дніпропетровська,47.666475,34.354797,261507273,way
Шахтар,Shakhtar,hamlet,Дніпропетровська,47.735103,34.193944,261507576,way
Мар’ївка,Marivka,village,Дніпропетровська,47.749825,34.212974,261508111,way
Підгірне,Pidhirne,hamlet,Дніпропетровська,47.827659,34.295803,261509950,way
Високопіль,Vysokopil,hamlet,Дніпропетровська,47.841559,34.292204,261515446,way
Бекетівка,Beketivka,hamlet,Дніпропетровська,47.857328,34.295873,261515995,way
Максимівка,Maksymivka,village,Дніпропетровська,47.881557,34.2119,261516195,way
Христофорівка,Khrystoforivka,village,Дніпропетровська,47.918097,34.20895,261517097,way
